"",11676,98391
0789434377,8,9
0789434393,8,9
0789434407,8,9
0789434423,8,9
0789434504,8,9
078943458X,8,9
0789434814,7,9
0789435128,8,9
0789435136,8,9
0789435217,8,9
0789435233,8,9
0789435926,8,9
0789436248,8,9
0789436507,8,9
0789436515,8,9
0789436531,8,9
0789437465,8,9
0789437473,8,9
0789437570,8,9
0789437627,8,9
0789438372,8,9
078943928X,8,9
0789439298,8,9
078943962X,8,9
0789439638,8,9
0789439646,8,9
0789439786,8,9
0789439883,8,9
0789439891,8,9
0789439905,8,9
0789439948,8,9
0789439964,8,9
0789439980,8,9
0789440024,8,9
0789440040,8,9
0789441160,8,9
0789441217,8,9
0789441233,8,9
0789441624,8,9
0789441675,8,9
0789441772,8,9
0789441853,8,9
0789441977,8,9
0789442248,8,9
0789442450,8,9
0789442965,8,9
078944383X,8,9
0789444305,8,9
0789444550,8,9
078944609X,8,9
0789446138,8,9
0789446197,8,9
0789446200,8,9
0789446324,8,9
0789446405,8,9
0789446413,8,9
0789447096,8,9
078944724X,8,9
0789447258,8,9
0789447339,8,9
0789447525,8,9
0789447584,8,9
0789447622,8,9
0789447649,8,9
0789448823,8,9
0789448882,8,9
0789448912,8,9
0789449218,8,9
0789450720,7,9
0789451158,8,9
0789451530,8,9
0789451565,8,9
0789451697,8,9
0789451727,8,9
0789451875,8,9
0789451905,8,9
0789451913,8,9
0789451980,8,9
0789452103,8,9
0789452383,8,9
0789453029,8,9
0789453045,8,9
0789453339,8,9
078945338X,8,9
0789453886,8,9
0789453916,8,9
0789454017,8,9
0789454025,8,9
0789454068,8,9
0789454114,8,9
0789454157,8,9
078945419X,8,9
0789454211,8,9
0789454572,8,9
0789454580,8,9
0789455315,8,9
0789455455,8,9
0789455811,8,9
0789455846,8,9
0789455978,8,9
0789457032,8,9
0789457059,8,9
0789457075,8,9
0789457091,8,9
0789457105,8,9
0789457113,8,9
078945713X,8,9
0789457288,8,9
078945758X,8,9
0789457806,8,9
0789457849,8,9
0789458004,8,9
0789458063,8,9
078945808X,8,9
0789458209,8,9
0789458284,8,9
0789458470,8,9
0789458586,8,9
0789458705,8,9
0789458721,8,9
0789458780,8,9
0789458829,8,9
0789459604,8,9
0789459663,8,9
0789459698,8,9
0789460440,8,9
0789461390,8,9
0789461471,8,9
0789462923,8,9
078946358X,8,9
0789463709,8,9
0789464918,8,9
078946506X,8,9
0789465140,8,9
0789465221,8,9
0789465426,8,9
0789465736,8,9
0789466244,8,9
0789466295,8,9
0789466341,8,9
0789466686,8,9
0789466848,8,9
0789466953,8,9
078946697X,8,9
0789467003,8,9
0789467577,8,9
0789467747,8,9
0789467771,8,9
0789467836,8,9
0789468069,8,9
0789468271,8,9
0789468956,8,9
0789471515,8,9
0789471566,8,9
0789471698,8,9
0789471744,8,9
0789471914,8,9
0789473488,8,9
0789473550,8,9
0789473631,8,9
0789473690,8,9
0789473712,8,9
0789473771,8,9
078947381X,8,9
0789473836,8,9
078947395X,8,9
0789473968,8,9
0789474999,8,9
078947557X,8,9
0789476460,8,9
0789477645,8,9
0789477653,8,9
0789477777,8,9
0789477831,8,9
0789477858,8,9
0789478587,8,9
0789478846,8,9
0789478994,8,9
0789479907,8,9
078948000X,8,9
0789480069,8,9
0789480107,8,9
078948014X,8,9
0789480298,8,9
078948031X,8,9
0789480344,8,9
0789480646,8,9
0789480662,8,9
0789480727,8,9
0789480735,8,9
0789481464,8,9
0789481472,8,9
0789483491,8,9
0789483505,8,9
0789483513,8,9
0789483947,8,9
078948398X,8,9
0789484110,8,9
0789484250,8,9
0789484285,8,9
0789484390,8,9
0789485176,8,9
0789485567,8,9
0789485885,8,9
0789488299,8,9
0789488833,8,9
0789488914,8,9
078948918X,8,9
0789489597,8,9
0789489724,8,9
0789491850,8,9
0789491869,8,9
0789493365,8,9
0789493551,8,9
078949387X,8,9
0789493896,8,9
0789494248,8,9
078949437X,8,9
0789495929,8,9
0789495945,8,9
078949647X,8,9
0789496585,8,9
0789496755,8,9
0789496860,8,9
0789497190,8,9
0789497379,8,9
0789498510,8,9
0789498715,8,9
0789499142,8,9
0789501953,8,9
0789513005,8,9
0789513331,8,9
0789513412,8,9
0789513447,8,9
0789542668,8,9
0789542870,8,9
0789545314,8,9
0789545349,8,9
0789546515,8,9
0789547236,8,9
078956419X,8,9
0789565153,8,9
078956548X,8,9
0789567040,8,9
0789700018,8,9
0789700735,8,9
0789700778,8,9
0789700840,8,9
0789701464,8,9
0789701839,8,9
078970210X,8,9
0789702363,8,9
0789702401,8,9
0789702673,8,9
078970269X,8,9
0789702932,8,9
0789703718,8,9
0789704641,8,9
0789705400,8,9
0789705419,8,9
0789705672,8,9
0789706032,8,9
0789706210,8,9
0789706814,8,9
0789706849,8,9
0789707446,8,9
0789707519,8,9
078970790X,8,9
0789707985,8,9
0789708094,8,9
0789708159,8,9
0789708426,8,9
078970871X,8,9
0789708760,8,9
0789708884,8,9
0789709252,8,9
0789709325,8,9
0789709619,8,9
0789709651,8,9
0789709864,8,9
0789709902,8,9
0789709996,8,9
078971020X,8,9
0789710285,8,9
078971034X,8,9
0789710358,8,9
0789710455,8,9
0789710528,8,9
0789710684,8,9
078971079X,8,9
0789711095,8,9
0789711168,8,9
0789711184,8,9
0789711303,8,9
0789711419,8,9
0789711427,8,9
078971146X,8,9
0789711621,8,9
0789712121,8,9
0789712229,8,9
0789712350,8,9
0789712806,8,9
0789713012,8,9
0789713438,8,9
0789713454,8,9
0789713845,8,9
0789713888,8,9
0789713896,8,9
0789713969,8,9
0789713993,8,9
078971406X,8,9
0789714426,8,9
0789714523,8,9
0789714825,8,9
0789714833,8,9
0789714906,8,9
0789714914,8,9
0789715163,8,9
0789715236,8,9
0789715295,8,9
0789715341,8,9
0789715848,8,9
0789716399,8,9
0789716410,8,9
0789716429,8,9
0789716615,8,9
0789716720,8,9
0789716909,8,9
0789716976,8,9
078971731X,8,9
0789717433,8,9
0789717468,8,9
0789717522,8,9
0789717611,8,9
0789717964,8,9
0789717999,8,9
0789718022,8,9
078971812X,8,9
0789718235,8,9
0789718413,8,9
0789718510,8,9
0789718529,8,9
0789719037,8,9
0789719274,8,9
0789719924,8,9
0789719932,8,9
0789719959,8,9
0789719967,8,9
0789720248,8,9
0789720493,8,9
0789721090,8,9
0789721120,8,9
0789721163,8,9
0789721201,8,9
0789721260,8,9
0789721325,8,9
0789721937,8,9
0789721953,8,9
0789722062,8,9
0789722097,8,9
0789722283,8,9
0789722399,8,9
0789722402,8,9
0789722666,8,9
0789722992,8,9
0789723107,8,9
0789723166,8,9
0789723255,8,9
078972331X,8,9
0789723700,8,9
078972376x,8,9
0789724057,8,9
0789724073,8,9
0789724243,8,9
078972443X,8,9
0789724499,8,9
0789724596,8,9
0789725096,8,9
0789725134,8,9
0789725495,8,9
0789725525,8,9
0789725541,8,9
0789726912,8,9
0789726963,8,9
0789727323,8,9
078972748X,8,9
078972829X,8,9
0789728516,8,9
0789729423,8,9
0789729806,8,9
0790000458,8,9
0790000873,8,9
0790001381,8,9
0790001497,8,9
0790001799,8,9
0790001934,8,9
079000237X,8,9
079000304X,8,9
0790003473,8,9
0790004062,8,9
0790004100,8,9
0790005190,8,9
0790005344,8,9
0790005646,8,9
0790005913,8,9
0790006863,8,9
0790008033,8,9
0790008483,8,9
0790008564,8,9
0790008696,8,9
0790009072,8,9
0790116049,8,9
0790611619,8,9
0790611953,8,9
0791000400,8,9
0791000559,8,9
0791000648,8,9
0791010384,8,9
0791011151,8,9
0791011313,8,9
0791011747,8,9
0791012476,8,9
0791014126,8,9
0791016668,8,9
0791017222,8,9
0791017923,8,9
0791019845,8,9
0791023354,8,9
0791028461,8,9
0791028763,8,9
0791032094,8,9
0791039064,8,9
0791040712,8,9
0791041220,8,9
0791042715,8,9
0791051560,8,9
0791054810,8,9
0791061876,8,9
0791062848,8,9
0791324044,8,9
0791401677,8,9
0791402045,8,9
0791404714,8,9
0791405532,8,9
0791405818,8,9
0791408736,8,9
0791412547,8,9
0791412822,8,9
0791412865,8,9
0791414043,8,9
0791416208,8,9
0791417808,8,9
079141924X,8,9
0791419460,8,9
0791423549,8,9
0791424685,8,9
0791425606,8,9
0791426297,8,9
0791426777,8,9
0791426785,8,9
0791428028,8,9
0791431169,8,9
0791432165,8,9
0791434869,8,9
0791439887,8,9
0791443345,8,9
0791443426,8,9
0791445003,8,9
0791445836,8,9
0791450708,8,9
0791450961,8,9
0791712613,8,9
0791714403,8,9
0792218345,8,9
0792227360,8,9
0792229401,8,9
0792229509,8,9
0792229525,8,9
0792229703,8,9
0792234081,8,9
0792234154,8,9
0792234189,8,9
0792234235,8,9
0792234251,8,9
079223426X,8,9
0792234278,8,9
0792234286,8,9
0792234294,8,9
0792234308,8,9
0792234316,8,9
0792234324,8,9
0792234332,8,9
0792234340,8,9
0792236017,8,9
0792236505,8,9
0792236521,8,9
0792237145,8,9
0792237455,8,9
0792242319,8,9
079225676X,8,9
0792261887,8,9
0792263561,8,9
0792263626,8,9
0792263642,8,9
0792263650,8,9
0792263863,8,9
0792264223,8,9
079226472X,8,9
0792265211,8,9
0792265238,8,9
0792265289,8,9
0792265319,8,9
079226620X,8,9
0792266382,8,9
0792266404,8,9
0792268776,8,9
0792269357,8,9
0792270142,8,9
0792270169,8,9
0792270347,8,9
0792270622,10,9
0792270630,8,9
0792270843,8,9
0792270916,8,9
0792270991,8,9
0792271025,8,9
079227105X,8,9
0792271300,8,9
0792271483,8,9
0792271521,8,9
0792272005,8,9
0792272102,8,9
0792272196,8,9
0792272218,8,9
0792272269,8,9
0792273567,8,9
0792273656,8,9
0792273680,8,9
0792273737,8,9
0792273745,8,9
0792274245,8,9
0792274490,8,9
0792274512,8,9
0792274563,8,9
0792274989,8,9
0792275381,8,9
079227590X,8,9
0792276523,8,9
0792276558,8,9
0792276760,8,9
0792276833,8,9
079227685X,8,9
0792276868,8,9
0792276876,8,9
0792276884,8,9
0792276965,8,9
0792277260,8,9
0792277279,8,9
0792277295,8,9
0792277406,8,9
0792278771,8,9
0792279433,8,9
0792279484,8,9
0792279522,8,9
0792279603,8,9
0792279611,8,9
0792279921,8,9
0792279964,8,9
0792280105,8,9
0792282264,8,9
0792318595,8,9
0792388836,8,9
0792425170,8,9
0792441915,8,9
0792446291,8,9
0792450078,8,9
0792450159,8,9
0792450515,8,9
0792450523,8,9
079245054X,8,9
0792450566,8,9
0792450817,8,9
0792451511,8,9
0792451538,8,9
0792451554,8,9
0792451791,8,9
0792451945,8,9
079245197X,8,9
0792452348,8,9
0792452380,8,9
0792452453,8,9
0792452593,8,9
0792452631,8,9
0792453239,8,9
0792453263,8,9
0792453743,8,9
0792454022,8,9
0792454286,8,9
0792455126,8,9
0792455533,8,9
0792455886,8,9
0792456254,8,9
0792456335,8,9
0792457455,8,9
0792457528,8,9
0792458036,8,9
0792458052,8,9
079245815X,8,9
0792458303,8,9
0792481070,8,9
079248424X,8,9
0792700201,8,9
0792700325,8,9
0792702204,8,9
0792703103,8,9
0792704533,8,9
0792706250,8,9
079270634X,8,9
0792706587,8,9
0792706765,8,9
0792706838,8,9
0792708482,8,9
079270875X,8,9
079270942X,8,9
079271198X,8,9
0792713575,8,9
0792713621,8,9
0792714032,8,9
0792715098,8,9
0792715799,8,9
0792717902,8,9
0792717937,8,9
0792718372,8,9
0792723090,8,9
079272495X,8,9
0792727770,8,9
0793100089,8,9
0793101484,8,9
0793103568,8,9
0793105757,8,9
0793110882,8,9
0793111188,8,9
0793114349,8,9
0793116309,8,9
079311778X,8,9
0793122406,8,9
0793122813,8,9
0793125537,8,9
0793125553,8,9
0793128692,8,9
0793129893,8,9
0793133955,8,9
0793136008,8,9
0793138264,8,9
0793144337,8,9
0793160324,8,9
0793160685,8,9
0793160693,8,9
0793165202,8,9
0793168201,8,9
0793177480,8,9
079318150X,8,9
0793185963,8,9
0793397952,8,9
0793398827,8,9
0793500176,8,9
0793502861,8,9
0793505070,8,9
0793508088,8,9
0793514819,8,9
0793518326,8,9
0793518598,8,9
0793519195,8,9
0793521181,8,9
0793525861,8,9
0793526515,8,9
0793532779,8,9
0793537991,8,9
0793539722,8,9
0793559847,8,9
0793562333,8,9
079357336X,8,9
0793577799,8,9
0793579805,8,9
0793599415,8,9
0793800153,8,9
0793800722,8,9
0793800870,8,9
0793800935,8,9
0793800943,8,9
0793801109,8,9
0793802067,8,9
0793802407,8,9
0793802555,8,9
079380258X,8,9
0793802598,8,9
0793803500,8,9
0793803640,8,9
0793803683,8,9
0793804078,8,9
0793805252,8,9
0793805988,8,9
0793807832,8,9
0793810566,8,9
0793810922,8,9
0793811066,8,9
0793811554,8,9
0793818524,8,9
0793818559,8,9
0793818664,8,9
0793818672,8,9
0793818818,8,9
0793818826,8,9
0793820022,8,9
0793820103,8,9
0793820871,8,9
0793821010,8,9
079382110X,8,9
0793821509,8,9
0793821525,8,9
079382155X,8,9
0793821568,8,9
0793823137,8,9
0793823218,8,9
0793823781,8,9
079382379X,8,9
0793825520,8,9
0793827507,8,9
0793827515,8,9
0793827590,8,9
0793827647,8,9
0793827663,8,9
079382768X,8,9
0793827760,8,9
0793827833,8,9
0793827841,8,9
0793827957,8,9
0793828007,8,9
0793828015,8,9
0793828031,8,9
0793828058,8,9
0793829313,8,9
0793831121,8,9
0793831512,8,9
0793831555,8,9
0793835755,8,9
0793835763,8,9
0793835771,8,9
079383578X,8,9
0793835798,8,9
0793835801,8,9
0794400132,8,9
0794401023,8,9
0794401031,8,9
079440149X,8,9
0794402496,8,9
0794402593,8,9
0794402917,8,9
0794500242,8,9
0794501052,8,9
0794501907,8,9
0794503985,8,9
0794504906,8,9
0794505007,8,9
0794505767,8,9
0794506070,8,9
0794600697,8,9
0794601464,8,9
0795151314,8,9
0795152396,8,9
0795309902,8,9
0795701470,8,9
0800601483,8,9
0800601823,8,9
0800604423,8,9
0800604431,8,9
080060654X,8,9
0800606787,8,9
0800607058,8,9
0800611144,8,9
0800612310,8,9
0800612469,8,9
0800614410,8,9
0800615379,8,9
0800616391,8,9
0800617487,8,9
0800618548,8,9
0800618939,8,9
0800619315,8,9
0800620585,8,9
0800623274,8,9
0800624807,8,9
080062646X,8,9
0800626478,8,9
0800628918,8,9
0800629701,8,9
0800632443,8,9
0800632818,8,9
0800632834,8,9
0800632877,8,9
0800634330,8,9
0800634667,8,9
0800634756,8,9
0800634799,8,9
0800635698,8,9
0800635833,8,9
0800636937,8,9
0800700651,8,9
0800700899,8,9
0800704681,8,9
0800704711,8,9
0800705246,8,9
0800706072,8,9
0800706080,8,9
0800706242,8,9
0800706331,8,9
0800706536,8,9
0800706544,8,9
080070665X,8,9
0800706838,8,9
0800707397,8,9
0800707702,8,9
0800707788,8,9
0800707834,8,9
0800708091,8,9
0800708180,8,9
0800708229,8,9
080070830X,8,9
0800708482,8,9
0800708741,8,9
0800708946,8,9
0800709101,8,9
0800709179,8,9
080070925X,8,9
0800709292,8,9
0800709535,8,9
0800709632,8,9
0800709748,8,9
0800709977,8,9
0800710517,8,9
0800710576,8,9
0800710703,8,9
0800710959,8,9
0800711084,8,9
0800711246,8,9
0800711807,8,9
0800711815,8,9
0800712013,8,9
0800712064,8,9
0800712099,8,9
0800712110,8,9
0800712129,8,9
0800712137,8,9
0800712358,8,9
080071248X,8,9
0800712579,8,9
0800712617,8,9
0800712633,8,9
0800712714,8,9
0800712781,8,9
0800712951,8,9
080071301X,8,9
0800713184,8,9
0800713257,8,9
0800713273,8,9
0800713435,8,9
0800713524,8,9
0800713613,8,9
0800713621,8,9
080071363X,8,9
0800713648,8,9
0800713982,8,9
0800714075,8,9
0800714083,8,9
0800714113,8,9
0800714172,8,9
0800714199,8,9
0800714237,8,9
0800714709,8,9
080071475X,8,9
0800714768,8,9
0800714784,8,9
0800714962,8,9
0800715152,8,9
0800715217,8,9
0800715268,8,9
0800715357,8,9
0800715381,8,9
0800715411,8,9
0800715675,8,9
0800715888,8,9
0800716094,8,9
0800716167,8,9
0800716183,8,9
0800716256,8,9
0800716302,8,9
0800716426,8,9
0800716493,8,9
0800716590,8,9
0800716647,8,9
0800716736,8,9
0800716744,8,9
0800716752,8,9
0800716779,8,9
0800716809,8,9
0800716825,8,9
0800716957,8,9
0800717074,8,9
0800717147,8,9
0800717163,8,9
0800717228,8,9
0800717317,8,9
080071735X,8,9
0800717422,8,9
0800717570,8,9
0800717716,8,9
0800717732,8,9
0800717783,8,9
0800717821,8,9
0800717864,8,9
0800717880,8,9
0800718119,8,9
0800718143,8,9
080071816X,8,9
0800718348,8,9
0800718372,10,9
0800730127,8,9
0800730364,8,9
0800750055,8,9
0800750098,8,9
0800750268,8,9
080075039X,8,9
0800750411,8,9
080075042X,8,9
0800750543,8,9
0800750551,8,9
0800750594,8,9
0800750616,8,9
0800750772,8,9
0800750837,8,9
0800750926,8,9
0800751159,8,9
0800751213,8,9
0800751248,8,9
0800751337,8,9
080075137X,8,9
0800751469,8,9
0800751590,8,9
0800751817,8,9
0800751884,8,9
0800752015,8,9
0800752031,8,9
0800752171,8,9
080075218X,8,9
0800752449,8,9
0800752562,8,9
080075302X,8,9
0800753038,8,9
0800753089,8,9
0800753097,8,9
0800753305,8,9
0800753429,8,9
0800753488,8,9
0800753569,8,9
0800753577,8,9
080075364X,8,9
0800753747,8,9
0800753771,8,9
0800754034,8,9
0800754107,8,9
0800754115,8,9
0800754344,8,9
0800754352,8,9
080075445X,8,9
0800754700,8,9
0800754980,8,9
0800755049,8,9
0800755138,8,9
0800755286,8,9
0800755308,8,9
0800755340,8,9
0800755499,8,9
0800755561,8,9
0800755847,8,9
0800755987,8,9
0800756029,8,9
0800756053,8,9
0800756088,8,9
0800756177,8,9
0800756282,8,9
0800756355,8,9
0800756363,8,9
0800756509,8,9
0800756525,8,9
0800756630,8,9
080075672X,8,9
0800756770,8,9
0800756789,8,9
0800756797,8,9
0800756940,8,9
0800757084,8,9
0800757092,8,9
0800757114,8,9
0800757181,8,9
0800757246,8,9
0800757262,8,9
0800757289,8,9
0800757319,8,9
0800757327,8,9
0800757394,8,9
0800757432,8,9
0800757440,8,9
0800757459,8,9
0800757483,8,9
0800757505,8,9
0800757548,8,9
0800757556,8,9
0800757599,8,9
0800757653,8,9
0800757726,8,9
0800757734,8,9
0800757769,8,9
0800757777,8,9
0800757939,8,9
0800757955,8,9
080075798X,8,9
0800757998,8,9
0800758056,8,9
080075820X,8,9
0800758277,8,9
0800758285,8,9
0800758307,8,9
0800758358,8,9
0800758382,8,9
0800758447,8,9
0800758471,8,9
0800758579,8,9
0800758730,8,9
0800758749,8,9
0800758889,8,9
0800759095,8,9
0800759117,8,9
0800759133,8,9
0800759435,8,9
0800759451,8,9
0800759532,8,9
0800759583,8,9
080075977X,8,9
0800771397,8,9
0800771699,8,9
0800771710,8,9
0800780078,8,9
0800780086,8,9
0800780159,8,9
0800780183,8,9
0800780418,8,9
0800780965,8,9
0800781481,8,9
0800781554,8,9
0800781562,8,9
0800781597,8,9
0800781724,8,9
0800781775,8,9
0800781864,8,9
0800782194,8,9
0800782909,8,9
0800783026,8,9
0800783115,8,9
0800783204,10,9
0800783360,8,9
0800783581,8,9
080078362X,8,9
0800783638,8,9
0800783700,8,9
0800783913,8,9
0800783980,8,9
0800784030,8,9
0800784057,8,9
0800784111,8,9
080078412X,8,9
0800784812,8,9
0800784898,8,9
0800784960,8,9
0800784987,8,9
0800785851,8,9
0800785959,8,9
0800785967,8,9
0800785975,8,9
0800786084,8,9
0800786092,8,9
0800786122,8,9
0800786130,8,9
0800786262,8,9
0800786289,8,9
0800786335,8,9
0800786351,8,9
080078636X,8,9
0800786459,8,9
0800786475,8,9
0800786491,8,9
0800786777,8,9
0800786823,8,9
0800786831,8,9
0800786866,8,9
0800786874,8,9
0800786882,8,9
0800786912,8,9
0800786971,8,9
0800787013,8,9
0800790650,8,9
0800790707,8,9
0800790715,8,9
0800790847,8,9
0800790898,8,9
0800790944,8,9
0800791096,8,9
0800791118,8,9
0800791126,8,9
0800791452,8,9
0800791541,8,9
0800791665,8,9
0800792009,8,9
0800792106,8,9
0800792149,8,9
0800792238,8,9
0800792300,8,9
0800792335,8,9
0800792351,8,9
0800792467,8,9
0800792475,8,9
080079253X,8,9
0800792602,8,9
0800792742,8,9
0800792904,8,9
0800792963,8,9
0800793005,8,9
0800793013,8,9
0800793110,8,9
080079317X,8,9
0800793218,8,9
0800793285,8,9
0800801962,8,9
0800809645,8,9
080081181X,8,9
0800841743,8,9
0800847431,8,9
0800849000,8,9
0800850548,8,9
0800863100,8,9
0800864166,8,9
0800870220,8,9
0800871863,8,9
0800875524,8,9
0800877314,8,9
080087918X,8,9
0800880188,8,9
0800917936,8,9
0801000572,8,9
0801001188,8,9
0801001358,8,9
0801002044,8,9
0801005272,8,9
0801005841,8,9
0801008530,8,9
0801009596,8,9
0801009928,8,9
0801010276,8,9
0801010373,8,9
0801010594,8,9
0801010667,8,9
0801010705,8,9
0801011035,8,9
0801011043,8,9
0801011361,8,9
0801011582,8,9
0801011868,8,9
0801011949,8,9
0801012058,7,9
0801012066,8,9
0801012074,8,9
0801012198,8,9
0801012260,8,9
0801012430,8,9
080102031X,8,9
080102286X,8,9
0801023157,8,9
0801023327,8,9
0801025532,8,9
0801025656,8,9
0801025699,8,9
0801026075,8,9
0801030145,8,9
0801030196,8,9
0801032210,8,9
0801032598,8,9
0801033373,8,9
0801034833,8,9
0801034930,8,9
0801036844,8,9
0801037182,8,9
0801038480,8,9
0801038588,8,9
080104023X,8,9
080104099X,8,9
0801042615,8,9
0801042879,8,9
0801042968,8,9
0801042992,8,9
0801043115,8,9
0801043298,8,9
0801043417,8,9
0801043522,8,9
0801043859,8,9
0801044006,8,9
0801044081,8,9
0801044200,8,9
0801044537,8,9
0801044898,8,9
0801044901,8,9
080104491X,8,9
0801044928,8,9
0801044936,8,9
0801044944,8,9
080105060X,8,9
0801052262,8,9
0801052335,8,9
0801052629,8,9
0801052734,8,9
0801052742,8,9
0801052858,8,9
0801053714,8,9
080105396X,8,9
0801054001,8,9
0801054222,8,9
0801054737,8,9
0801054923,8,9
080105558X,8,9
080105625X,8,9
0801056322,8,9
0801056713,8,9
0801056977,8,9
0801056985,8,9
0801057124,8,9
0801057361,8,9
0801057388,8,9
0801057396,8,9
0801057418,8,9
0801057558,8,9
0801057590,8,9
0801057655,8,9
0801057744,8,9
0801057787,8,9
0801058066,8,9
0801058104,8,9
0801058236,8,9
0801058260,8,9
0801060044,8,9
0801060621,8,9
0801060656,8,9
080106127X,8,9
0801061458,8,9
080106158X,8,9
0801062500,8,9
0801062918,8,9
0801063248,8,9
080106340X,8,9
080106385X,8,9
0801064031,8,9
0801064082,8,9
0801064090,8,9
0801064252,8,9
0801064279,8,9
0801064333,8,9
0801064392,8,9
0801064422,8,9
0801064546,8,9
0801064562,8,9
0801066751,8,9
0801066808,8,9
0801067421,8,9
0801067529,8,9
0801069262,8,9
0801071240,8,9
0801077494,8,9
0801081084,8,9
0801082447,8,9
0801083141,8,9
0801088682,8,9
0801089026,8,9
0801090210,8,9
0801095107,8,9
0801095530,8,9
0801096294,8,9
0801096677,8,9
0801097258,8,9
0801097398,8,9
0801110645,8,9
0801114624,8,9
0801301505,8,9
0801304490,8,9
0801304652,8,9
0801306698,8,9
0801311136,8,9
0801315352,8,9
0801315654,8,9
0801315786,8,9
0801316367,8,9
080131755X,8,9
0801317800,8,9
0801317894,8,9
0801318009,8,9
0801319536,8,9
0801330734,8,9
0801403332,8,9
0801409918,8,9
0801410290,8,9
0801410800,8,9
0801417643,8,9
0801420113,8,9
0801422213,8,9
0801425204,8,9
0801431611,8,9
0801433657,8,9
0801433991,8,9
0801435293,8,9
0801436508,8,9
0801438543,8,9
0801439280,8,9
0801441692,8,9
0801480299,8,9
0801481457,8,9
0801482682,8,9
0801483743,8,9
0801483824,8,9
0801483867,8,9
0801483891,8,9
0801483905,8,9
0801484049,8,9
0801484979,8,9
0801485045,8,9
0801485487,8,9
0801485827,8,9
0801485924,8,9
0801486653,8,9
0801486807,8,9
0801486998,8,9
0801487145,8,9
0801487722,8,9
0801490154,8,9
0801491304,8,9
0801491371,8,9
0801491827,8,9
0801492653,8,9
0801492823,8,9
0801492890,8,9
0801493447,8,9
0801493552,8,9
0801494257,8,9
0801494281,8,9
0801495385,8,9
0801496233,8,9
080149687X,8,9
0801497590,8,9
0801497620,8,9
080149771X,8,9
0801497779,8,9
080149849X,8,9
0801498511,8,9
0801499224,8,9
0801500265,8,9
0801512492,8,9
0801513960,8,9
0801521327,8,9
0801522315,8,9
0801522323,8,9
0801526728,8,9
0801530911,8,9
0801550726,8,9
0801551846,8,9
0801554543,8,9
0801557143,8,9
0801564360,8,9
0801567203,8,9
0801569109,8,9
0801575605,8,9
0801581257,8,9
0801583136,8,9
0801590078,8,9
0801590159,8,9
0801590493,8,9
0801600634,8,9
0801602556,8,9
0801606306,8,9
0801614058,8,9
0801615194,8,9
0801620783,8,9
0801621739,8,9
0801623480,8,9
0801630886,8,9
0801633095,8,9
0801650488,8,9
0801650879,8,9
0801654645,8,9
0801662842,8,9
0801664713,8,9
0801668131,8,9
0801670640,8,9
0801670659,8,9
0801678765,8,9
0801679125,8,9
0801679575,8,9
0801679613,8,9
0801679710,8,9
0801690358,8,9
0801818796,8,9
0801820103,7,9
0801823714,8,9
0801825482,8,9
0801826659,8,9
0801827930,8,9
0801828953,8,9
0801829240,8,9
0801829437,8,9
0801830133,8,9
0801832497,8,9
0801833426,7,9
0801833841,8,9
0801834910,8,9
0801836395,8,9
0801836824,8,9
0801837863,8,9
0801838010,8,9
0801838339,8,9
0801839092,8,9
0801839262,8,9
0801839351,8,9
0801839386,8,9
0801840341,8,9
0801841119,8,9
0801842182,8,9
0801842727,8,9
0801843197,8,9
0801843871,8,9
0801844029,8,9
0801844088,10,9
0801844428,8,9
0801845130,8,9
0801845882,8,9
0801846978,8,9
0801848644,8,9
080184875X,8,9
0801849160,8,9
0801849241,8,9
0801849896,8,9
0801851475,8,9
0801851963,8,9
0801852447,8,9
0801853001,8,9
0801853796,8,9
0801853958,8,9
0801854210,8,9
0801854652,8,9
0801855098,8,9
0801855578,8,9
0801855810,8,9
080185590X,8,9
0801855926,8,9
0801856353,8,9
080185637X,7,9
0801856620,8,9
0801857333,8,9
0801857635,8,9
0801858305,8,9
0801859115,8,9
0801859719,8,9
0801861187,8,9
0801861497,8,9
0801861659,8,9
0801862388,8,9
0801862922,8,9
0801862930,8,9
080186335X,8,9
0801863384,8,9
0801864402,8,9
080186481X,8,9
0801865212,8,9
0801865565,8,9
0801866464,8,9
0801866863,8,9
0801867312,8,9
0801867894,8,9
080186822X,8,9
0801869196,8,9
0801869625,8,9
0801870569,8,9
0801873363,8,9
0801874254,8,9
0801955629,8,9
0801957729,8,9
0801959535,8,9
0801960959,8,9
0801961939,8,9
080196489X,8,9
0801967260,8,9
0801968275,8,9
0801968968,8,9
0801975085,8,9
0801975174,8,9
0801975883,8,9
0801975891,8,9
080197710X,8,9
0801977657,8,9
0801977835,8,9
0801978157,8,9
0801978246,8,9
0801978408,8,9
0801978890,8,9
0801978920,8,9
0801978971,8,9
0801979188,8,9
0801980135,8,9
0801980801,8,9
0801981565,8,9
0801982448,8,9
0801983916,8,9
0801984963,8,9
0801985064,8,9
0801986109,8,9
0801986311,8,9
0801986419,8,9
080198758X,8,9
0801987717,8,9
080198775X,8,9
0801988284,8,9
0801988837,8,9
0801990459,8,9
0801990599,8,9
0801990998,8,9
0801991188,8,9
0802006671,8,9
0802017711,8,9
0802021182,8,9
0802023487,8,9
0802025560,8,9
0802033296,8,9
0802034497,8,9
0802035205,8,9
0802035337,8,9
0802042813,8,9
0802044069,8,9
0802046916,8,9
0802061508,8,9
0802062008,8,9
0802062199,8,9
